tree_species,region,county,soil_type,rainfall_mm,temperature_c,altitude_m,soil_ph,planting_season,planting_method,care_level,water_source,tree_age_months,survival_probability,survived,data_source_rainfall,real_climate_data,synthetic_survival_data,dataset_version
Casuarina,Nyanza,Meru,Loam,638.229069556725,27.200375049035596,1956.0014970604925,6.724682023031651,Transition,Cutting,Medium,River,57,0.95,1,World Bank Real Data Based,True,True,v2_real_climate
Cedar,Nairobi,Machakos,Sandy,647.5555837695348,31.963456343713126,688.7059801755711,6.405726208248447,Dry,Direct Seeding,Low,River,44,0.7799999999999999,1,World Bank Real Data Based,True,True,v2_real_climate
Neem,Nairobi,Nairobi,Red Soil,635.2596663606782,23.36403374268679,1813.6172055588763,6.125623077478066,Wet,Seedling,Low,Rain-fed,37,0.95,1,World Bank Real Data Based,True,True,v2_real_climate
Acacia,Coast,Nyeri,Loam,665.2973621535472,19.208351010651157,2967.8347173698608,5.965651938574203,Wet,Direct Seeding,Medium,Borehole,44,0.95,1,World Bank Real Data Based,True,True,v2_real_climate
Cedar,Nyanza,Nairobi,Sandy,646.6596760171685,12.529524735518793,583.6343960117481,7.128630323093092,Dry,Seedling,Medium,Borehole,96,0.95,1,World Bank Real Data Based,True,True,v2_real_climate
Acacia,Rift Valley,Machakos,Clay,634.3032764449873,19.36794003606126,2627.3368392304064,6.552576273458007,Wet,Direct Seeding,Medium,Rain-fed,32,0.95,1,World Bank Real Data Based,True,True,v2_real_climate
Grevillea,Northern,Mombasa,Rocky,617.5979534857539,21.163375750719425,2745.4987012230586,6.100649182066538,Dry,Cutting,High,Irrigation,39,0.95,1,World Bank Real Data Based,True,True,v2_real_climate
Grevillea,North Eastern,Kiambu,Volcanic,635.0809646947471,22.50422166736816,1992.8603019927525,7.5981574150147475,Wet,Seedling,Low,Irrigation,56,0.95,0,World Bank Real Data Based,True,True,v2_real_climate
Eucalyptus,Nairobi,Turkana,Clay,655.2459623845867,23.208237450624114,1441.1367333540768,6.085891285935703,Wet,Cutting,Medium,Borehole,15,0.95,1,World Bank Real Data Based,True,True,v2_real_climate
Neem,Nairobi,Eldoret,Rocky,644.390162887526,21.4728236033861,2800.774444387453,7.145951250469813,Transition,Direct Seeding,Low,Irrigation,108,0.95,1,World Bank Real Data Based,True,True,v2_real_climate
Eucalyptus,Central,Meru,Rocky,650.0577143598857,25.04235845466752,2782.0248370742283,6.603408531374928,Dry,Direct Seeding,Low,Irrigation,5,0.7499999999999999,1,World Bank Real Data Based,True,True,v2_real_climate
Eucalyptus,Nyanza,Machakos,Clay,698.1524865101823,19.51359408422136,642.0846268532227,7.269688736844611,Transition,Seedling,Medium,Irrigation,90,0.95,1,World Bank Real Data Based,True,True,v2_real_climate
Pine,Rift Valley,Kitui,Volcanic,644.2745895799524,11.359391817208545,1030.2068639054216,7.128525916786514,Dry,Direct Seeding,Medium,Irrigation,49,0.95,1,World Bank Real Data Based,True,True,v2_real_climate
Grevillea,Nairobi,Kitui,Clay,598.5664674189651,25.418628870295503,2427.4819626432736,5.519773847663949,Dry,Cutting,Medium,Rain-fed,31,0.95,1,World Bank Real Data Based,True,True,v2_real_climate
Grevillea,Nairobi,Kakamega,Clay,675.1967327423314,7.927162484718515,758.9570814263814,6.497202079155442,Wet,Direct Seeding,Low,Irrigation,112,0.95,1,World Bank Real Data Based,True,True,v2_real_climate
Grevillea,Rift Valley,Kiambu,Sandy,562.7064765591771,22.517991900564542,2792.558480880073,7.851148641730128,Wet,Cutting,Low,Irrigation,61,0.95,1,World Bank Real Data Based,True,True,v2_real_climate
Cedar,North Eastern,Meru,Rocky,576.9457244056587,20.317570684503195,2499.575652482872,6.3869724811115525,Transition,Cutting,High,Rain-fed,11,0.95,0,World Bank Real Data Based,True,True,v2_real_climate
Cypress,Central,Mombasa,Volcanic,647.8087566786264,12.295070396518572,2818.556676890741,6.892260359506641,Transition,Direct Seeding,Medium,Rain-fed,67,0.95,0,World Bank Real Data Based,True,True,v2_real_climate
Acacia,Western,Marsabit,Red Soil,656.8362268319519,22.72315581745369,2197.2488491313925,5.982435646259011,Dry,Direct Seeding,Low,Borehole,70,0.95,1,World Bank Real Data Based,True,True,v2_real_climate
Indigenous Mix,Nairobi,Kitui,Black Cotton,568.7638322674233,20.41766881649777,1491.3753520480236,6.672903650959797,Transition,Cutting,Low,Borehole,50,0.95,1,World Bank Real Data Based,True,True,v2_real_climate
Cedar,Northern,Kitui,Black Cotton,611.8755193932855,24.06505779760917,2544.40232302037,6.357492657853487,Transition,Cutting,Low,River,9,0.95,1,World Bank Real Data Based,True,True,v2_real_climate
Wattle,North Eastern,Garissa,Sandy,600.7122018316401,25.863258185410192,2109.6864531478263,7.112555607449488,Wet,Direct Seeding,Medium,Borehole,62,0.95,1,World Bank Real Data Based,True,True,v2_real_climate
Cypress,Rift Valley,Kisumu,Clay,606.6825772985432,20.82308376224293,515.9680038001947,6.167157035535854,Wet,Direct Seeding,Low,Borehole,116,0.95,1,World Bank Real Data Based,True,True,v2_real_climate
Acacia,Western,Kitui,Rocky,678.1962822562703,33.50613831557125,2651.391974023585,6.059737616274532,Wet,Seedling,Low,Borehole,99,0.9000000000000001,1,World Bank Real Data Based,True,True,v2_real_climate
Jacaranda,Central,Nakuru,Rocky,666.3416666199856,28.34617575147491,792.4834180845456,7.656800728870692,Transition,Cutting,Low,Borehole,106,0.42,1,World Bank Real Data Based,True,True,v2_real_climate
Eucalyptus,Coast,Nakuru,Black Cotton,630.0602844499376,25.44563099135361,1482.0320545869167,6.847586287560004,Wet,Direct Seeding,High,Irrigation,102,0.95,1,World Bank Real Data Based,True,True,v2_real_climate
Cypress,Rift Valley,Garissa,Sandy,603.7182970868766,15.70422850169634,2313.415023166925,7.646285401068372,Wet,Cutting,Medium,Rain-fed,97,0.95,1,World Bank Real Data Based,True,True,v2_real_climate
Jacaranda,Nairobi,Kitui,Clay,563.533909931616,18.671187101963945,1983.7032377798507,6.925736487400102,Transition,Direct Seeding,Low,River,2,0.8200000000000001,1,World Bank Real Data Based,True,True,v2_real_climate
Indigenous Mix,Coast,Garissa,Loam,702.0256403817205,29.04383738257046,1135.1241979623646,6.912801299406288,Dry,Direct Seeding,Medium,Rain-fed,84,0.95,1,World Bank Real Data Based,True,True,v2_real_climate
Cedar,Nyanza,Nairobi,Sandy,660.6220884568689,19.29561058945742,1174.2026087713562,6.5026578094475695,Transition,Direct Seeding,Low,Rain-fed,116,0.95,1,World Bank Real Data Based,True,True,v2_real_climate
Casuarina,Coast,Garissa,Loam,595.682938238966,18.562174150233385,1667.8638540072634,6.780848415348212,Wet,Cutting,Medium,Rain-fed,38,0.95,1,World Bank Real Data Based,True,True,v2_real_climate
Wattle,North Eastern,Mombasa,Loam,666.9963683238675,17.9799661892488,1977.979854934937,7.006664098614615,Wet,Cutting,High,Rain-fed,20,0.95,1,World Bank Real Data Based,True,True,v2_real_climate
Pine,Rift Valley,Turkana,Black Cotton,627.5052124138917,16.393870909129483,1643.170883202902,7.871652705934476,Wet,Seedling,Medium,Borehole,73,0.95,1,World Bank Real Data Based,True,True,v2_real_climate
Neem,Western,Meru,Red Soil,616.6609181995059,27.358786644404145,2382.317085246298,7.876069836172422,Wet,Cutting,High,Rain-fed,16,0.95,1,World Bank Real Data Based,True,True,v2_real_climate
Indigenous Mix,Nyanza,Nyeri,Red Soil,652.7769698571032,14.698639970379428,2493.5128739381416,7.442489395933804,Transition,Seedling,High,River,18,0.95,1,World Bank Real Data Based,True,True,v2_real_climate
Grevillea,Nyanza,Garissa,Sandy,593.9414809469868,24.07826823485436,1726.9237358651558,7.895811747522346,Transition,Seedling,High,Borehole,106,0.95,1,World Bank Real Data Based,True,True,v2_real_climate
Cypress,Nairobi,Kakamega,Loam,613.8285674671175,20.7139274591243,2956.8882932061824,6.728109013280328,Dry,Direct Seeding,Medium,Irrigation,87,0.95,1,World Bank Real Data Based,True,True,v2_real_climate
Neem,Nairobi,Kiambu,Loam,637.0894466526003,17.039453451687177,2987.399267357001,7.705386159046991,Dry,Cutting,High,River,77,0.95,1,World Bank Real Data Based,True,True,v2_real_climate
Indigenous Mix,Coast,Kiambu,Red Soil,606.0438337983624,23.716252023632435,1379.3318046686209,6.138347934545072,Wet,Seedling,Low,Rain-fed,72,0.95,1,World Bank Real Data Based,True,True,v2_real_climate
Cedar,Northern,Marsabit,Loam,664.4706539559992,20.799365861431884,569.7085603145816,6.810685217136413,Transition,Cutting,Low,River,92,0.95,1,World Bank Real Data Based,True,True,v2_real_climate
Acacia,Central,Kitui,Loam,724.4697186265361,23.98791025097648,2928.038197918545,6.520906041853846,Transition,Seedling,High,Irrigation,28,0.95,1,World Bank Real Data Based,True,True,v2_real_climate
Indigenous Mix,Central,Meru,Sandy,593.3014868122658,25.61870159128708,1033.3523166611274,7.191191439216016,Wet,Seedling,Medium,River,114,0.95,1,World Bank Real Data Based,True,True,v2_real_climate
Acacia,Nairobi,Kiambu,Red Soil,547.7601286274207,31.641356572409087,2181.672696147754,5.5954485769545625,Transition,Direct Seeding,High,Irrigation,84,0.95,1,World Bank Real Data Based,True,True,v2_real_climate
Casuarina,Central,Eldoret,Clay,530.9293850688099,19.827740670498105,660.048775926577,7.618528479062449,Wet,Cutting,Medium,Borehole,82,0.95,1,World Bank Real Data Based,True,True,v2_real_climate
Cypress,Northern,Mombasa,Black Cotton,623.4929863678739,21.78343104541415,2275.270667035108,7.505751234796682,Dry,Cutting,Low,Borehole,100,0.94,0,World Bank Real Data Based,True,True,v2_real_climate
Eucalyptus,Nyanza,Meru,Red Soil,597.8581639363139,17.62948877405772,1371.0279936680645,7.29063514094929,Dry,Direct Seeding,High,Irrigation,46,0.95,1,World Bank Real Data Based,True,True,v2_real_climate
Neem,Rift Valley,Meru,Sandy,641.409418495977,29.49110582900156,1191.5627219119335,7.429799419711908,Transition,Direct Seeding,Medium,Rain-fed,65,0.95,1,World Bank Real Data Based,True,True,v2_real_climate
Grevillea,Nairobi,Mombasa,Clay,637.6462770439281,19.553761986739275,1922.517058151087,6.594232796127949,Wet,Direct Seeding,High,Irrigation,96,0.95,1,World Bank Real Data Based,True,True,v2_real_climate
Grevillea,Nairobi,Turkana,Volcanic,550.8555511119182,25.842858734891003,710.9488107058565,7.549938294704994,Wet,Seedling,Low,Irrigation,61,0.95,1,World Bank Real Data Based,True,True,v2_real_climate
Acacia,Northern,Nyeri,Loam,540.2722019685527,17.218298215801553,2105.4667178444934,6.800984361557179,Dry,Direct Seeding,Low,Borehole,10,0.95,1,World Bank Real Data Based,True,True,v2_real_climate
Acacia,Nyanza,Meru,Black Cotton,645.8130554599278,18.593985163666687,2534.718157529209,7.16105525344474,Wet,Direct Seeding,High,Irrigation,108,0.95,1,World Bank Real Data Based,True,True,v2_real_climate
Pine,Central,Kakamega,Red Soil,637.7878351786209,26.5920183517322,2903.958098089479,6.301608992484497,Wet,Cutting,Low,River,20,0.95,1,World Bank Real Data Based,True,True,v2_real_climate
Jacaranda,Northern,Kiambu,Red Soil,609.7254935242954,20.160796516814624,1701.698924499016,7.473840793713514,Dry,Direct Seeding,Medium,Irrigation,13,0.95,1,World Bank Real Data Based,True,True,v2_real_climate
Cedar,Rift Valley,Meru,Clay,548.1592141860077,18.1591467929881,2527.128209358938,5.643324074165461,Transition,Direct Seeding,Medium,Rain-fed,108,0.95,1,World Bank Real Data Based,True,True,v2_real_climate
Indigenous Mix,Rift Valley,Meru,Rocky,654.5859565808726,12.976485575424809,2878.084867387794,5.806796658495391,Transition,Direct Seeding,High,River,15,0.95,1,World Bank Real Data Based,True,True,v2_real_climate
Casuarina,Central,Mombasa,Black Cotton,694.6113707138202,16.409391707113265,2417.4616899016737,7.120580254420059,Transition,Direct Seeding,High,River,50,0.95,1,World Bank Real Data Based,True,True,v2_real_climate
Cedar,Nairobi,Marsabit,Black Cotton,644.9155154535691,22.23682488476391,2629.1436362517647,5.657106729319143,Dry,Cutting,Medium,Irrigation,62,0.95,1,World Bank Real Data Based,True,True,v2_real_climate
Casuarina,Coast,Mombasa,Sandy,588.6426989143697,14.629996518042558,852.6955575438553,6.228878294644823,Wet,Cutting,High,River,82,0.95,1,World Bank Real Data Based,True,True,v2_real_climate
Cypress,Western,Kiambu,Loam,633.2440017211806,18.67477671533481,1599.5496049242718,7.346008718458299,Wet,Seedling,High,River,43,0.95,1,World Bank Real Data Based,True,True,v2_real_climate
Bamboo,Western,Mombasa,Sandy,562.7106893959387,29.667208967901114,2304.0540245619814,5.509875393753556,Transition,Cutting,High,Rain-fed,16,0.95,1,World Bank Real Data Based,True,True,v2_real_climate
Grevillea,Nyanza,Marsabit,Black Cotton,683.9144291345626,26.42329218357164,1035.5316794310415,6.034053047360397,Dry,Seedling,Low,River,108,0.88,0,World Bank Real Data Based,True,True,v2_real_climate
Neem,Eastern,Kisumu,Clay,635.1086101691,28.31927679063468,2422.766579970652,5.833534805656287,Dry,Seedling,Low,Rain-fed,38,0.95,1,World Bank Real Data Based,True,True,v2_real_climate
Jacaranda,Central,Kiambu,Clay,542.6085478549614,17.72761738138166,1196.508949360289,6.411681051800421,Transition,Seedling,High,Rain-fed,76,0.95,1,World Bank Real Data Based,True,True,v2_real_climate
Neem,Nyanza,Turkana,Red Soil,615.9826754204389,23.475057301996586,1620.0958980126677,6.902834938432418,Wet,Cutting,High,Rain-fed,119,0.95,1,World Bank Real Data Based,True,True,v2_real_climate
Cedar,Rift Valley,Eldoret,Volcanic,654.1814689543345,14.778562004322076,712.8686837470345,6.527765606959899,Transition,Direct Seeding,Low,River,83,0.95,1,World Bank Real Data Based,True,True,v2_real_climate
Wattle,Northern,Mombasa,Loam,614.3640123938469,19.226839815871223,2600.666514106289,7.001025122687139,Wet,Seedling,Low,Irrigation,105,0.95,1,World Bank Real Data Based,True,True,v2_real_climate
Casuarina,Western,Mombasa,Black Cotton,617.2216073706143,27.96105385662044,1525.828466247115,7.052664143890466,Transition,Seedling,High,Borehole,74,0.95,1,World Bank Real Data Based,True,True,v2_real_climate
Grevillea,Coast,Turkana,Volcanic,569.7962830902594,31.71938927285029,2850.0204218218464,6.355082815198848,Transition,Seedling,Medium,Borehole,72,0.95,1,World Bank Real Data Based,True,True,v2_real_climate
Casuarina,Western,Turkana,Volcanic,659.3434427967057,24.142108196178636,2675.0229266608303,5.776147482689286,Wet,Seedling,High,Irrigation,29,0.95,1,World Bank Real Data Based,True,True,v2_real_climate
Bamboo,Nairobi,Kisumu,Rocky,598.5929334416661,25.108716604410525,1735.4758665471877,7.620023178436329,Wet,Seedling,High,Borehole,48,0.95,0,World Bank Real Data Based,True,True,v2_real_climate
Jacaranda,Western,Machakos,Clay,523.1941245923714,28.70731602743389,2948.007672554345,6.105007053975701,Transition,Cutting,High,Irrigation,6,0.95,1,World Bank Real Data Based,True,True,v2_real_climate
Cedar,Northern,Turkana,Clay,612.4535249091033,24.691988974328176,1634.5652206926177,7.355828042456824,Dry,Direct Seeding,Low,Rain-fed,90,0.6799999999999999,1,World Bank Real Data Based,True,True,v2_real_climate
Grevillea,Coast,Eldoret,Black Cotton,680.0738792211406,24.147320989425094,700.1664290450561,7.99724017529312,Wet,Cutting,Low,Rain-fed,103,0.95,1,World Bank Real Data Based,True,True,v2_real_climate
Cedar,Rift Valley,Nyeri,Volcanic,611.6699211126256,11.389831492708469,1224.3918534430936,6.287087948018184,Dry,Cutting,Medium,River,32,0.95,1,World Bank Real Data Based,True,True,v2_real_climate
Indigenous Mix,Northern,Kiambu,Rocky,717.915642698799,15.825139388044096,2296.042754808119,7.376493509317948,Wet,Seedling,Medium,Borehole,14,0.95,1,World Bank Real Data Based,True,True,v2_real_climate
Acacia,Nairobi,Turkana,Black Cotton,652.4647908700489,24.83468660770817,2666.0856582973347,6.798822833943199,Wet,Seedling,Low,Irrigation,52,0.95,1,World Bank Real Data Based,True,True,v2_real_climate
Wattle,North Eastern,Kitui,Red Soil,647.9543015566413,26.763902074600956,1127.5769260705029,7.520030350686867,Transition,Seedling,Medium,Rain-fed,6,0.95,1,World Bank Real Data Based,True,True,v2_real_climate
Wattle,North Eastern,Eldoret,Black Cotton,624.5964801467426,17.663708538821624,1135.0936594001264,7.431248786440085,Transition,Direct Seeding,High,Irrigation,36,0.95,1,World Bank Real Data Based,True,True,v2_real_climate
Jacaranda,North Eastern,Nakuru,Rocky,627.6020830544085,23.195724031475024,1283.7658117176136,7.608537053200784,Transition,Direct Seeding,High,Rain-fed,84,0.95,1,World Bank Real Data Based,True,True,v2_real_climate
Cedar,Central,Kitui,Clay,617.8452116866478,24.675609100234045,630.5286417465448,6.174890033332832,Dry,Direct Seeding,High,Irrigation,14,0.95,1,World Bank Real Data Based,True,True,v2_real_climate
Cypress,Northern,Garissa,Sandy,615.9029238384967,15.894472773367736,2628.214772317392,7.196203972202292,Wet,Seedling,Low,Irrigation,116,0.95,1,World Bank Real Data Based,True,True,v2_real_climate
Acacia,Coast,Kisumu,Rocky,657.5597515459805,21.45388270940045,1729.3555444188733,7.675245456635229,Wet,Seedling,High,Irrigation,74,0.95,1,World Bank Real Data Based,True,True,v2_real_climate
Eucalyptus,Rift Valley,Kitui,Rocky,584.2248319530947,23.99195054394172,835.5296046562164,7.841814004361665,Transition,Cutting,High,Rain-fed,74,0.95,0,World Bank Real Data Based,True,True,v2_real_climate
Cedar,Northern,Kakamega,Rocky,577.2217020064099,31.59494653084268,1396.9346525618537,6.322507603043375,Wet,Direct Seeding,Medium,Rain-fed,96,0.2299999999999999,0,World Bank Real Data Based,True,True,v2_real_climate
Grevillea,North Eastern,Kakamega,Volcanic,574.8566408988542,26.28724076132341,1898.7674909434909,7.194376097285576,Dry,Direct Seeding,High,Irrigation,103,0.95,1,World Bank Real Data Based,True,True,v2_real_climate
Cedar,Western,Marsabit,Volcanic,733.2991208264807,30.3447108338214,2982.6812690875104,6.048405421730461,Transition,Cutting,Low,Rain-fed,19,0.91,1,World Bank Real Data Based,True,True,v2_real_climate
Indigenous Mix,Nairobi,Kakamega,Clay,657.533538526152,25.461422128216658,643.4777108275966,7.730832887994069,Wet,Direct Seeding,Low,Irrigation,104,0.95,1,World Bank Real Data Based,True,True,v2_real_climate
Acacia,Nairobi,Meru,Clay,646.2410035266303,21.629969443485013,2806.487850845675,5.665678225340676,Wet,Cutting,High,Borehole,48,0.95,1,World Bank Real Data Based,True,True,v2_real_climate
Cedar,Central,Nakuru,Clay,578.1406599279514,24.62368864300079,2418.106348499589,7.500142892333299,Wet,Cutting,High,Irrigation,93,0.95,1,World Bank Real Data Based,True,True,v2_real_climate
Grevillea,Nairobi,Nyeri,Clay,662.1835084763644,21.981693556829608,689.5072530873274,6.506835632991074,Transition,Direct Seeding,High,Borehole,61,0.95,0,World Bank Real Data Based,True,True,v2_real_climate
Bamboo,Northern,Nyeri,Rocky,625.1878261199565,28.224807999186183,2770.768666334724,6.930009239562351,Transition,Direct Seeding,High,Irrigation,105,0.95,1,World Bank Real Data Based,True,True,v2_real_climate
Casuarina,Northern,Nakuru,Sandy,641.7248404992105,33.46767060997519,2439.1625342652974,6.014715030921687,Transition,Seedling,Medium,River,19,0.95,1,World Bank Real Data Based,True,True,v2_real_climate
Grevillea,Northern,Nairobi,Volcanic,582.1853776494452,16.718188007118364,2387.439555195104,7.983304806501781,Wet,Cutting,Medium,Borehole,70,0.95,1,World Bank Real Data Based,True,True,v2_real_climate
Pine,Rift Valley,Nairobi,Clay,639.0298363135018,19.272320780458905,1914.704418738336,6.599327896264841,Wet,Seedling,Medium,Borehole,15,0.95,1,World Bank Real Data Based,True,True,v2_real_climate
Indigenous Mix,North Eastern,Nyeri,Loam,609.8247165322988,19.166692293153677,2389.4733047502086,7.595680815081797,Wet,Seedling,High,River,103,0.95,1,World Bank Real Data Based,True,True,v2_real_climate
Acacia,Nairobi,Kitui,Black Cotton,592.7358355911136,25.50677391629726,2455.210202391183,6.357824676963065,Transition,Direct Seeding,Low,River,3,0.95,1,World Bank Real Data Based,True,True,v2_real_climate
Pine,Northern,Turkana,Volcanic,667.7217102329854,23.273038983717875,2457.873656344595,6.1139485128394,Wet,Direct Seeding,Medium,Irrigation,90,0.95,1,World Bank Real Data Based,True,True,v2_real_climate
Pine,Northern,Kisumu,Black Cotton,554.1310030161228,22.711910286258387,2002.552689863838,7.748497208999932,Dry,Cutting,Medium,Irrigation,23,0.95,1,World Bank Real Data Based,True,True,v2_real_climate
Cypress,Nyanza,Mombasa,Red Soil,659.2552066583305,19.72642370791901,2684.689191006694,7.34046956317899,Wet,Direct Seeding,High,Rain-fed,107,0.95,1,World Bank Real Data Based,True,True,v2_real_climate
Pine,Coast,Nairobi,Clay,665.2407001202728,25.13459502896181,2387.494775147308,7.356706320177864,Transition,Seedling,Low,Borehole,96,0.95,1,World Bank Real Data Based,True,True,v2_real_climate
Indigenous Mix,Eastern,Garissa,Clay,587.034209665061,19.924012538278085,869.3592824566808,6.611670197484695,Dry,Seedling,Medium,Rain-fed,111,0.95,1,World Bank Real Data Based,True,True,v2_real_climate
Bamboo,Nairobi,Kiambu,Red Soil,589.9999703859996,18.331316038962843,803.4299646057514,6.912468627337258,Wet,Cutting,Medium,Rain-fed,104,0.95,1,World Bank Real Data Based,True,True,v2_real_climate
Grevillea,Nyanza,Turkana,Red Soil,619.8651093793029,16.684128583399687,1184.3836387305582,6.546497916976374,Wet,Seedling,Low,Rain-fed,56,0.95,1,World Bank Real Data Based,True,True,v2_real_climate
Jacaranda,Western,Turkana,Volcanic,645.118203965734,26.72575815664389,2664.8862095805707,7.708602211454563,Wet,Seedling,High,Borehole,30,0.95,1,World Bank Real Data Based,True,True,v2_real_climate
Neem,Northern,Nyeri,Red Soil,623.3736438519118,18.92788056683101,1298.6815549886942,7.808877403401755,Dry,Direct Seeding,High,Irrigation,32,0.95,1,World Bank Real Data Based,True,True,v2_real_climate
Jacaranda,Central,Nyeri,Clay,652.6945164522169,15.232911911032332,1486.827520054438,7.271906731995247,Wet,Direct Seeding,Medium,River,113,0.95,1,World Bank Real Data Based,True,True,v2_real_climate
Eucalyptus,Northern,Kisumu,Sandy,719.1653760694929,13.9155630920387,2082.8837363844814,6.446668144449594,Transition,Cutting,High,Irrigation,94,0.95,1,World Bank Real Data Based,True,True,v2_real_climate
Acacia,Coast,Eldoret,Black Cotton,605.6305549851373,9.312777675021954,596.0117614406258,6.823306301237753,Dry,Seedling,Medium,Irrigation,108,0.95,1,World Bank Real Data Based,True,True,v2_real_climate
Acacia,Western,Eldoret,Rocky,545.257394907452,16.12838903878357,2193.542330564904,5.962725985595783,Wet,Cutting,Low,Irrigation,94,0.95,1,World Bank Real Data Based,True,True,v2_real_climate
Bamboo,Rift Valley,Nakuru,Volcanic,672.3125725941557,27.27525623675781,1127.6921291759672,7.426286145366724,Wet,Seedling,Low,Irrigation,7,0.95,1,World Bank Real Data Based,True,True,v2_real_climate
Pine,Eastern,Nakuru,Sandy,715.1821222389995,18.421124293220785,1843.9112585058492,6.041950733034434,Wet,Cutting,High,Rain-fed,97,0.95,0,World Bank Real Data Based,True,True,v2_real_climate
Wattle,North Eastern,Nakuru,Rocky,650.6548115951792,25.2266076901538,922.5093116711216,7.915270562274129,Wet,Seedling,High,Rain-fed,113,0.95,1,World Bank Real Data Based,True,True,v2_real_climate
Eucalyptus,Central,Kitui,Clay,576.6289596749396,22.679092948384184,2052.0263745712173,6.077161654516349,Wet,Cutting,Medium,Irrigation,37,0.95,1,World Bank Real Data Based,True,True,v2_real_climate
Eucalyptus,Coast,Kiambu,Sandy,624.821775280863,20.95244790716467,2712.621762656887,7.470902675110562,Wet,Cutting,High,Rain-fed,29,0.95,0,World Bank Real Data Based,True,True,v2_real_climate
Eucalyptus,Central,Marsabit,Sandy,575.0902192320414,19.92137507721828,2085.7562888985785,7.278366299207498,Wet,Seedling,Medium,Borehole,117,0.95,1,World Bank Real Data Based,True,True,v2_real_climate
Bamboo,Central,Nakuru,Loam,663.1591681407704,13.91602973064626,2896.7309723528087,6.489367350550892,Dry,Direct Seeding,Medium,Borehole,80,0.95,1,World Bank Real Data Based,True,True,v2_real_climate
Grevillea,Western,Nairobi,Volcanic,563.4518733077012,18.11647866463569,2707.2098504185,5.984676884782706,Wet,Seedling,Medium,Irrigation,28,0.95,1,World Bank Real Data Based,True,True,v2_real_climate
Indigenous Mix,Rift Valley,Nakuru,Sandy,616.009954101213,25.142966908503546,1600.6772375652854,7.283413259684737,Transition,Direct Seeding,High,River,33,0.9,1,World Bank Real Data Based,True,True,v2_real_climate
Cedar,Central,Kitui,Red Soil,580.7995021279277,26.168817732495228,1700.643935737779,7.361956517902693,Wet,Direct Seeding,High,Borehole,71,0.95,1,World Bank Real Data Based,True,True,v2_real_climate
Neem,Nairobi,Mombasa,Sandy,637.357627699371,23.44084959879003,1384.3122809209142,6.020821584550788,Dry,Direct Seeding,Low,River,117,0.95,1,World Bank Real Data Based,True,True,v2_real_climate
Eucalyptus,Eastern,Kiambu,Red Soil,612.6993095857351,17.24943656951369,749.5097832380691,5.91243507528722,Wet,Direct Seeding,Low,Borehole,118,0.95,0,World Bank Real Data Based,True,True,v2_real_climate
Wattle,North Eastern,Meru,Red Soil,639.8544986051362,19.34614837240543,1958.6178477799983,7.688344383529962,Dry,Cutting,High,Borehole,40,0.95,1,World Bank Real Data Based,True,True,v2_real_climate
Pine,Nyanza,Nakuru,Volcanic,632.1339211909412,15.93664582397408,1694.8012867390748,7.573232779813768,Transition,Direct Seeding,High,Rain-fed,93,0.95,1,World Bank Real Data Based,True,True,v2_real_climate
Cypress,Northern,Nairobi,Red Soil,581.6834420564174,32.34534238604222,1904.3910565978588,7.636177612013865,Wet,Seedling,High,Rain-fed,54,0.95,1,World Bank Real Data Based,True,True,v2_real_climate
Bamboo,Rift Valley,Garissa,Black Cotton,662.3602466190741,24.307037413456754,1321.51521924699,5.954515707658072,Wet,Seedling,Medium,Rain-fed,50,0.95,1,World Bank Real Data Based,True,True,v2_real_climate
Cypress,Nairobi,Nairobi,Clay,628.5781108504672,24.500486988263614,1779.5123446330906,5.839670459182366,Transition,Seedling,Low,Rain-fed,74,0.95,1,World Bank Real Data Based,True,True,v2_real_climate
Casuarina,Central,Garissa,Black Cotton,581.589943049328,22.732017423450277,2950.513518032735,7.224804972568654,Dry,Seedling,Medium,Irrigation,91,0.95,1,World Bank Real Data Based,True,True,v2_real_climate
Cedar,Nyanza,Kakamega,Sandy,743.0627212529126,19.222601081455892,1083.2289642860687,6.839558357836872,Wet,Cutting,Low,Borehole,4,0.95,1,World Bank Real Data Based,True,True,v2_real_climate
Acacia,Central,Kitui,Red Soil,654.8379017784792,22.76041562338093,736.9545406242954,6.645863993625846,Transition,Cutting,Medium,Borehole,7,0.95,1,World Bank Real Data Based,True,True,v2_real_climate
Wattle,Coast,Kiambu,Black Cotton,623.3533657726578,21.36982162141797,2585.309588405599,7.982356455966698,Transition,Cutting,Low,Rain-fed,79,0.95,1,World Bank Real Data Based,True,True,v2_real_climate
Bamboo,Nairobi,Kitui,Clay,701.7766197777141,31.83136211248422,2706.752755579132,6.322247753797498,Dry,Cutting,Medium,Irrigation,8,0.95,1,World Bank Real Data Based,True,True,v2_real_climate
Wattle,Coast,Marsabit,Red Soil,723.1071739119534,28.93764654708044,2664.638743339268,5.9022565411879,Dry,Cutting,High,Irrigation,61,0.95,1,World Bank Real Data Based,True,True,v2_real_climate
Acacia,Rift Valley,Turkana,Black Cotton,623.7489223269288,23.80757698962715,511.1197504037927,7.851564257081631,Wet,Seedling,Medium,River,23,0.95,1,World Bank Real Data Based,True,True,v2_real_climate
Jacaranda,Rift Valley,Kiambu,Sandy,648.386267764361,24.248990783849592,1583.891467362237,5.557984173861233,Transition,Direct Seeding,Low,Borehole,54,0.95,1,World Bank Real Data Based,True,True,v2_real_climate
