tree_species,region,county,soil_type,rainfall_mm,temperature_c,altitude_m,soil_ph,planting_season,planting_method,care_level,water_source,tree_age_months,survival_probability,survived
Jacaranda,Nairobi,Nairobi,Red Soil,865.8924427547412,25.31003141970973,622.4231072327531,6.7734024416512595,Dry,Seedling,Low,Rain-fed,20,0.95,1
Grevillea,Nyanza,Kitui,Volcanic,1243.2024977464232,24.229958655205465,593.8505864495348,6.5406452833070245,Dry,Seedling,High,River,106,0.95,1
Cedar,Western,Nyeri,Black Cotton,653.3877490059203,23.966897568898435,2353.596422372667,7.197077422607128,Dry,Cutting,High,River,34,0.95,1
Eucalyptus,Nyanza,Kiambu,Loam,779.0250281867347,19.57818755072429,1727.3873620931233,5.650561772822728,Wet,Seedling,High,Rain-fed,56,0.95,1
Pine,Nairobi,Meru,Volcanic,787.7670754104606,25.803881808999744,2294.8993396214773,6.194619595803035,Wet,Cutting,Low,Rain-fed,103,0.95,1
Grevillea,Rift Valley,Kakamega,Red Soil,739.6490517377974,15.929106059514803,2843.2328552768645,6.242961288089961,Wet,Cutting,Low,River,87,0.95,1
Pine,Northern,Turkana,Black Cotton,733.1610654829075,21.245557403885226,2855.6766466108434,6.839268375783572,Transition,Direct Seeding,High,Irrigation,67,0.95,1
Indigenous Mix,Nyanza,Nyeri,Clay,958.2332014639264,17.95609793514819,688.8702455663088,6.938302472122106,Transition,Seedling,Low,Irrigation,38,0.95,1
Acacia,North Eastern,Nairobi,Rocky,405.7951455534365,16.977140384225684,2255.0430651910588,7.310189401757446,Dry,Direct Seeding,High,Irrigation,18,0.95,1
Pine,Nyanza,Kisumu,Black Cotton,943.1072892314879,22.4474383355086,1888.9790256105543,5.871675180627428,Wet,Direct Seeding,Medium,River,20,0.95,1
Neem,Western,Kiambu,Clay,1022.301799042358,19.74353543573858,2743.710896457895,6.040711367302055,Transition,Cutting,Low,Irrigation,79,0.95,1
Wattle,Western,Eldoret,Clay,446.5246871880786,15.665571532301712,1098.2600980374905,6.578238027590704,Transition,Seedling,Medium,Borehole,101,0.95,1
Bamboo,Western,Nairobi,Sandy,1520.5374617690554,26.766212180519172,1590.6665370578164,6.544349385033573,Transition,Cutting,Medium,Borehole,60,0.95,1
Eucalyptus,Central,Marsabit,Black Cotton,197.21119860599492,14.667181424504815,1615.3386864437093,6.11515710232157,Wet,Cutting,High,River,40,0.95,1
Pine,Central,Kitui,Black Cotton,1001.7488338805131,23.730538110783385,2451.922411815418,6.324095624206274,Transition,Direct Seeding,Medium,Borehole,48,0.95,1
Pine,Western,Eldoret,Volcanic,356.32050547541377,17.690681687396204,2462.122662383802,7.252012139145229,Dry,Cutting,Low,Irrigation,49,0.88,1
Pine,Northern,Kitui,Volcanic,1068.902356116842,19.490938030742004,2767.0196644984317,5.523852948873983,Dry,Seedling,High,River,52,0.95,1
Cypress,Rift Valley,Marsabit,Volcanic,509.9695827503928,26.685908315185046,1508.343695293237,6.934065194413747,Transition,Cutting,Low,Rain-fed,100,0.95,1
Jacaranda,Central,Turkana,Black Cotton,730.6057220076218,18.70464060267008,947.7528586000224,5.599348570316139,Dry,Cutting,Medium,River,27,0.95,1
Neem,Western,Kisumu,Clay,419.98960637968173,22.30779825198429,2307.8088372508246,5.662684953251965,Transition,Seedling,Low,Rain-fed,116,0.95,1
Cypress,Northern,Kitui,Loam,699.2766746391727,24.44830090601912,1626.352356773281,6.6563518350359905,Dry,Direct Seeding,Low,Irrigation,93,0.95,1
Eucalyptus,Western,Mombasa,Volcanic,463.0418638167803,25.72276145755413,2602.036215383176,7.808437502162445,Wet,Seedling,Low,River,119,0.95,1
Casuarina,Western,Nakuru,Loam,994.8525116807634,16.343821271800792,1378.7838368328562,7.582901701295812,Dry,Cutting,Medium,Irrigation,22,0.95,1
Bamboo,North Eastern,Marsabit,Loam,751.5108455061462,24.597112920323355,628.8669963812408,7.9098904718822824,Dry,Seedling,Medium,Irrigation,119,0.95,1
Grevillea,Western,Machakos,Clay,380.2416271223856,16.863709369691023,2390.566870548503,7.421936098750977,Transition,Cutting,High,Borehole,107,0.95,1
Eucalyptus,Central,Turkana,Volcanic,598.9045517321858,20.618627354244452,2240.5462554735177,6.741977608014237,Transition,Cutting,High,River,108,0.95,1
Indigenous Mix,Rift Valley,Nairobi,Loam,691.4505174294136,26.993127038123063,772.5723082652737,7.855446342005585,Wet,Cutting,Low,Rain-fed,74,0.95,1
Pine,Nairobi,Kiambu,Sandy,858.4538539263549,28.162649773148445,980.9256080107851,6.028230550828296,Transition,Cutting,Medium,Irrigation,23,0.95,1
Indigenous Mix,Western,Machakos,Loam,1068.3372713256704,22.307625870077445,1854.809159557031,6.7768898510113456,Transition,Direct Seeding,Low,River,115,0.95,1
Indigenous Mix,Coast,Kitui,Black Cotton,1237.3321647491694,27.013135794622343,1873.8872735622908,5.727474658485842,Dry,Seedling,Medium,Rain-fed,49,0.95,1
Pine,Rift Valley,Kitui,Rocky,907.6578118705736,21.362349257546448,1283.191804749642,6.102709623624101,Wet,Cutting,Low,Rain-fed,12,0.9,1
Bamboo,Eastern,Nakuru,Clay,622.1942660599378,25.85444608344033,1978.6686625962816,5.630423891017643,Wet,Cutting,Medium,Borehole,16,0.95,1
Cypress,Coast,Nakuru,Volcanic,1594.497504522791,23.659581913054367,2237.547285633058,6.961647625918504,Dry,Cutting,High,River,38,0.95,1
Cypress,Coast,Marsabit,Loam,1024.4934301346514,24.17378542469389,1600.8000136864393,6.9946599736319985,Transition,Seedling,High,Irrigation,17,0.95,1
Pine,Northern,Kiambu,Red Soil,642.7530954062704,20.25673605443894,2337.680201812297,7.370531119577116,Wet,Cutting,High,Irrigation,27,0.95,1
Indigenous Mix,North Eastern,Nairobi,Rocky,960.4706317904588,26.122999011211004,2689.0309141009034,7.221698928479994,Dry,Direct Seeding,High,Irrigation,87,0.95,1
Indigenous Mix,Eastern,Marsabit,Loam,678.9734527286382,20.757842977585348,2742.665891269718,6.946866391954681,Wet,Seedling,High,Rain-fed,41,0.95,1
Acacia,North Eastern,Eldoret,Clay,597.3237440079012,22.176672631095013,2836.77175021181,7.969057022602774,Transition,Cutting,High,Rain-fed,3,0.95,1
Casuarina,Nairobi,Nairobi,Red Soil,919.4950838724826,21.55051723860468,979.4989014663201,6.482561538051622,Dry,Seedling,High,River,97,0.95,1
Casuarina,Northern,Garissa,Clay,976.9653995389186,23.87289515439243,843.6533122153518,6.825359070590113,Wet,Direct Seeding,High,Rain-fed,77,0.95,1
Wattle,Coast,Nakuru,Volcanic,692.584209189268,19.218439965935236,1428.320832267302,7.663673568706001,Wet,Seedling,Low,Irrigation,9,0.95,1
Indigenous Mix,Nairobi,Garissa,Loam,587.6588791818776,23.741116946803924,943.8488128259776,7.8420911160512,Transition,Direct Seeding,High,Rain-fed,4,0.95,1
Cypress,North Eastern,Mombasa,Loam,852.7751460111507,17.9733000812637,2309.284676441879,7.461966566120956,Wet,Direct Seeding,Medium,Irrigation,11,0.95,1
Acacia,Northern,Nyeri,Clay,510.30741574608385,24.211099110294118,1883.4234938641896,7.852774882498655,Transition,Cutting,Low,River,99,0.95,1
Pine,Northern,Kisumu,Rocky,1262.9623311737912,27.905331583331538,2954.384093659243,6.276129366701018,Dry,Direct Seeding,High,Rain-fed,79,0.75,1
Grevillea,Eastern,Nairobi,Clay,587.0506827873619,29.88020583277079,1943.4165436355097,7.147958472101831,Dry,Seedling,High,Borehole,41,0.95,1
Eucalyptus,Nairobi,Nakuru,Loam,754.7180258815728,23.026909341351775,2427.7326478416467,6.830488990828949,Wet,Direct Seeding,High,Rain-fed,24,0.95,0
Pine,Northern,Nakuru,Rocky,73.83189722317707,16.932369934517695,2400.8435612032436,6.550757534807781,Wet,Direct Seeding,Low,Borehole,47,0.5,1
Casuarina,Central,Nyeri,Red Soil,1151.697121985424,19.342051477724013,2099.531353090142,5.738899232207998,Dry,Direct Seeding,Medium,Irrigation,59,0.95,1
Bamboo,Western,Mombasa,Clay,797.3489271127023,25.230249928784232,2942.6986053002843,6.314668910062143,Transition,Cutting,Low,Rain-fed,89,0.95,1
Grevillea,Central,Meru,Volcanic,844.7241031868672,20.88745706438197,501.4144068129443,6.872700283515421,Dry,Cutting,Medium,Borehole,16,0.95,1
Wattle,Coast,Nairobi,Sandy,1128.1556048994835,21.599869940143446,520.4092888716461,6.530766234571969,Dry,Cutting,Medium,Borehole,43,0.95,0
Grevillea,Western,Eldoret,Rocky,1151.2004968741035,21.26387165222872,2599.9959866706836,6.906475455175546,Dry,Seedling,Medium,Irrigation,88,0.95,1
Indigenous Mix,Eastern,Kiambu,Black Cotton,1159.3766675720076,18.16872839435514,2969.980621307401,7.988654004177338,Dry,Cutting,Medium,River,81,0.95,1
Wattle,Eastern,Meru,Loam,744.3248734856998,21.54617603329051,1529.8161199079993,7.93141085377129,Wet,Cutting,Low,River,88,0.95,1
Eucalyptus,Nyanza,Kiambu,Sandy,240.86504472611136,25.485118854497937,1723.4889878711072,7.484901338914087,Dry,Direct Seeding,Low,Rain-fed,78,0.3999999999999999,1
Pine,Central,Nairobi,Sandy,1195.0576970641966,11.998886507856287,781.312828300016,5.991147340154069,Wet,Seedling,Low,Rain-fed,57,0.95,1
Cedar,Western,Eldoret,Red Soil,1353.2848876287185,22.997949351224754,2700.0105145115617,6.861612905407629,Dry,Direct Seeding,Low,River,15,0.95,1
Cypress,Central,Nakuru,Sandy,719.274391391077,27.294793838814755,2784.7676097807885,6.687273081304953,Wet,Cutting,Medium,Borehole,101,0.95,1
Indigenous Mix,Eastern,Eldoret,Black Cotton,1249.4379730106589,24.6125269281277,1560.465315508759,6.691143340426088,Dry,Cutting,Medium,Borehole,118,0.95,1
Pine,Nyanza,Kakamega,Volcanic,715.7931690250916,25.236086383456676,2470.4410891234556,7.5831852765130545,Transition,Direct Seeding,Medium,Irrigation,70,0.95,1
Wattle,Rift Valley,Nyeri,Black Cotton,475.6952806609463,23.880742296849586,1258.9383512801296,6.343771857984555,Transition,Seedling,Medium,Rain-fed,17,0.95,1
Cedar,Northern,Kitui,Black Cotton,934.4671967366424,31.23136934481847,2762.798813747565,5.993120042932854,Transition,Seedling,Medium,Borehole,86,0.95,1
Jacaranda,Coast,Eldoret,Black Cotton,198.67329820176963,24.774431535813143,1085.8471824542744,6.591715310947171,Wet,Seedling,Medium,Irrigation,5,0.95,1
Neem,Nyanza,Kisumu,Black Cotton,706.5842055639143,24.03050664410405,2649.8697158379387,7.8159081856717005,Dry,Cutting,Medium,Rain-fed,39,0.95,1
Neem,Rift Valley,Marsabit,Red Soil,652.2260133068188,28.910676896623468,2680.2650386979562,6.410131315805526,Dry,Seedling,Medium,River,58,0.95,1
Acacia,Nyanza,Turkana,Rocky,1341.4441142143805,20.241023730923036,620.7470048837656,6.129073854368796,Dry,Cutting,Medium,Rain-fed,17,0.8500000000000001,1
Eucalyptus,North Eastern,Machakos,Loam,156.90248432485942,19.332644863071522,1647.9253486710556,6.599362237482349,Wet,Seedling,Low,Borehole,41,0.95,1
Grevillea,North Eastern,Mombasa,Rocky,703.4716114630714,20.850469286395903,2519.865040638877,6.988272861872504,Wet,Seedling,Medium,River,12,0.95,1
Cypress,Coast,Marsabit,Red Soil,648.8293397538444,19.91156872058337,2452.5519723525695,7.0826039182994585,Dry,Cutting,High,Rain-fed,5,0.95,1
Jacaranda,Nairobi,Kitui,Clay,1139.334851158463,27.094397432501065,2966.2499170175024,6.446654012540051,Transition,Cutting,Medium,Borehole,31,0.95,1
Wattle,Coast,Kitui,Rocky,992.1430946048118,8.806836008876845,1286.6557130827705,7.263897918848317,Wet,Seedling,Low,Rain-fed,11,0.94,1
Cypress,Northern,Mombasa,Red Soil,964.6368091535679,12.822388683463766,1031.659919069462,7.768798922046818,Wet,Direct Seeding,Medium,Irrigation,87,0.95,1
Indigenous Mix,Eastern,Kakamega,Red Soil,670.1820107378721,23.278214509035365,2795.1251487028917,7.960424477760642,Transition,Direct Seeding,Medium,Irrigation,110,0.95,1
Neem,Central,Meru,Clay,746.7547186299237,14.12087826593105,1519.6787597151128,5.739951600246286,Dry,Direct Seeding,Medium,River,63,0.95,0
Bamboo,Eastern,Kiambu,Black Cotton,956.0344485177488,29.3930441111251,574.574834933307,5.656501899382151,Wet,Seedling,Low,Rain-fed,91,0.95,1
Neem,Eastern,Turkana,Sandy,360.04648831918144,23.51061302673339,1171.7349751972354,7.814342655182697,Dry,Seedling,Low,River,9,0.76,0
Pine,Nyanza,Kiambu,Red Soil,538.0833000906814,30.344717342196272,1664.7630531062339,7.998554902691093,Wet,Seedling,Low,River,83,0.95,1
Jacaranda,Nyanza,Nairobi,Volcanic,968.8302689004186,22.324966391960956,1131.8713366460793,7.759534134678884,Dry,Seedling,High,River,103,0.95,1
Grevillea,Eastern,Nyeri,Clay,1014.1482205207544,22.169019717576674,853.4571489597554,7.196264268640153,Transition,Seedling,High,Rain-fed,119,0.95,1
Jacaranda,Central,Machakos,Volcanic,572.5656866618859,22.662312583086777,2139.490801005414,6.360185685895891,Dry,Cutting,Medium,Irrigation,85,0.95,1
Indigenous Mix,Western,Turkana,Black Cotton,640.7417203719244,18.15242597570764,1191.2640596749652,5.757610715680563,Dry,Direct Seeding,High,River,28,0.95,1
Grevillea,Coast,Kiambu,Red Soil,1208.6327457939792,30.999428822478205,1189.2194711205389,7.058141800874491,Dry,Seedling,Low,River,10,0.95,1
Acacia,Western,Machakos,Black Cotton,868.0006193819553,26.414077430458853,2176.95027479067,7.485769123468325,Transition,Direct Seeding,Low,Rain-fed,52,0.95,1
Casuarina,Nairobi,Nairobi,Clay,1344.3596535554911,24.46646305397652,2185.0030333495724,6.344069550617061,Dry,Direct Seeding,Medium,Borehole,6,0.95,1
Wattle,Central,Nyeri,Red Soil,400.9581785793455,11.845170678459684,1724.591875529085,7.420610100968746,Dry,Cutting,Low,Rain-fed,59,0.95,0
Cedar,Northern,Eldoret,Loam,533.0813428940777,17.548424302770897,1485.295484314302,7.1476800112231444,Wet,Direct Seeding,High,Irrigation,77,0.95,1
Indigenous Mix,Eastern,Marsabit,Volcanic,824.1982394366936,18.166806542099827,2155.84586771741,7.978943358431076,Wet,Cutting,Medium,Borehole,89,0.95,1
Casuarina,Coast,Nairobi,Sandy,1056.189375438613,26.09779262609461,762.7443687566608,6.194062517662031,Wet,Seedling,High,Rain-fed,91,0.95,1
Jacaranda,Northern,Kakamega,Sandy,699.9601890678775,12.841529312188413,1036.1844650490254,6.7026719806283115,Wet,Direct Seeding,High,Borehole,79,0.95,1
Pine,Rift Valley,Kiambu,Rocky,826.7869924069289,17.817022237590212,648.2138710519864,6.643020195033353,Dry,Seedling,High,Rain-fed,69,0.95,1
Jacaranda,Central,Nairobi,Rocky,841.6104446894557,21.60792134135776,1666.8883608270767,6.268727579760095,Transition,Seedling,High,Irrigation,43,0.95,1
Bamboo,Central,Eldoret,Black Cotton,555.7007695169165,29.6055013248481,2804.7886168232258,7.06646072006579,Transition,Direct Seeding,High,Irrigation,111,0.95,1
Casuarina,Northern,Kakamega,Sandy,1141.762943492892,13.27904249056091,1764.0342303232069,6.65619538887612,Transition,Direct Seeding,High,Borehole,53,0.95,1
Grevillea,Northern,Turkana,Black Cotton,93.74293836722563,18.67467438153845,1375.6566496600535,6.874175793580736,Dry,Direct Seeding,Medium,Irrigation,115,0.95,1
Wattle,Central,Nairobi,Black Cotton,972.5874168426495,17.068435157526157,1757.7596997178616,6.423363518302454,Dry,Direct Seeding,High,Rain-fed,89,0.95,1
Bamboo,Nyanza,Kakamega,Black Cotton,898.2176730769337,20.895824220269,1002.1382735564775,7.182029682592948,Wet,Direct Seeding,High,Borehole,25,0.95,1
Indigenous Mix,Northern,Nyeri,Black Cotton,1274.8729265746315,18.034203964671537,1826.8409577549414,7.200484062752061,Wet,Direct Seeding,Low,Borehole,30,0.95,1
Cedar,Northern,Kisumu,Black Cotton,1007.6199125123792,19.48473822671223,2938.210865087649,5.679937757371827,Dry,Cutting,Low,Rain-fed,103,0.95,1
Acacia,Coast,Nairobi,Rocky,931.8567096229044,25.932044552528936,1079.5537077249232,6.93243914729077,Dry,Seedling,Medium,Rain-fed,9,0.95,1
Wattle,Rift Valley,Kiambu,Volcanic,1034.2675352687525,13.185720047241743,501.191437924514,6.437432397620278,Transition,Direct Seeding,High,River,81,0.95,1
Cypress,North Eastern,Machakos,Black Cotton,402.80794109763633,30.659521024356213,506.5714152258872,6.601611312299596,Wet,Cutting,Medium,Rain-fed,62,0.89,1
Grevillea,Nairobi,Meru,Volcanic,223.92859095862104,32.585607499000105,658.2880218641303,7.828095904291385,Wet,Seedling,High,Irrigation,108,0.95,1
Indigenous Mix,Eastern,Garissa,Rocky,908.9382224927333,17.92719042059118,1702.7892826866662,7.634838236856099,Dry,Seedling,Medium,Irrigation,6,0.95,1
Cypress,Nyanza,Kiambu,Red Soil,483.87438010636185,19.56349948555642,1134.4704794077927,7.864281474404414,Dry,Direct Seeding,Medium,Rain-fed,75,0.95,1
Indigenous Mix,Rift Valley,Machakos,Sandy,968.3293147877589,20.684501450439626,1742.8623803984965,5.529046070399325,Dry,Direct Seeding,High,Borehole,5,0.95,1
Jacaranda,Central,Kisumu,Black Cotton,1194.5778285069525,23.1883696470011,1391.3778951761278,5.778640448316436,Dry,Direct Seeding,Low,Irrigation,41,0.95,1
Pine,Central,Kiambu,Rocky,1043.7834795084532,22.450233214218407,1943.115677797704,7.49767192439068,Wet,Seedling,Low,Rain-fed,9,0.95,1
Wattle,North Eastern,Machakos,Black Cotton,1196.1424410641366,21.088929845697095,2424.1404605792286,6.089870243570399,Dry,Cutting,Low,River,42,0.95,1
Neem,Western,Garissa,Black Cotton,760.3752563941703,21.35758864308952,2461.292947446176,7.27913570288397,Dry,Direct Seeding,Low,River,39,0.95,1
Cedar,Central,Kisumu,Red Soil,390.45224807072736,27.193226839776646,1128.8779583200687,7.124258277561919,Dry,Seedling,Medium,Irrigation,70,0.95,1
Bamboo,Eastern,Nairobi,Sandy,903.1665128475909,12.767388655933052,922.8067002817595,7.055937339407079,Transition,Seedling,High,River,38,0.95,1
Bamboo,Nyanza,Eldoret,Red Soil,757.2681076882997,27.449991111990357,2807.9563346159275,6.123483658889168,Dry,Cutting,High,River,101,0.95,1
Wattle,North Eastern,Nairobi,Red Soil,702.9963397446977,24.577949907569636,2673.7780090410797,6.725826167425208,Wet,Direct Seeding,High,Rain-fed,23,0.95,1
Bamboo,Coast,Eldoret,Red Soil,1045.0035248061108,20.82295694605606,2658.2512887491444,5.590361533622179,Wet,Seedling,Low,Irrigation,30,0.95,1
Bamboo,Eastern,Meru,Loam,747.6940424302973,22.856344690777767,2449.737104316745,6.9114476049650975,Dry,Direct Seeding,High,Irrigation,28,0.95,1
Eucalyptus,Northern,Kitui,Loam,721.0805225385211,23.79839162852582,652.7194030139448,7.7275863257404325,Wet,Direct Seeding,High,River,78,0.95,1
Pine,Rift Valley,Kisumu,Red Soil,953.4483465300161,18.11683444604028,2557.5495752891366,7.26035247496873,Dry,Seedling,Low,Irrigation,35,0.95,1
Pine,Rift Valley,Machakos,Loam,1033.3281168310866,16.449400524861005,1723.0015887923294,7.622685752684614,Transition,Cutting,Low,Borehole,103,0.95,1
Jacaranda,Rift Valley,Kisumu,Loam,779.3089164474906,11.396255320269866,1762.1050801877707,5.694702440238237,Dry,Cutting,High,Borehole,20,0.95,1
Neem,Northern,Kisumu,Sandy,453.07471499782275,20.821385119995636,2178.5734545470214,7.434838700641751,Dry,Seedling,Medium,Borehole,55,0.95,1
Casuarina,Nyanza,Nairobi,Loam,923.9363185367315,27.604296436459233,723.0238624337721,7.277402153627013,Dry,Direct Seeding,Medium,Irrigation,106,0.95,1
Acacia,Rift Valley,Meru,Loam,933.027330854888,17.641330773573223,635.5702511113177,7.590854454224301,Wet,Cutting,High,Borehole,57,0.95,1
Eucalyptus,Coast,Kitui,Loam,713.1197842756854,33.04535834811897,755.3568306220927,6.771564718410516,Transition,Cutting,High,Irrigation,78,0.95,1
Cedar,Western,Meru,Rocky,935.6356641272691,30.706180841069564,1480.5104034096762,6.101615337987247,Dry,Seedling,High,River,86,0.95,1
Indigenous Mix,Coast,Turkana,Red Soil,489.47583647440547,20.66496104070849,2678.210227251841,6.046506696408587,Transition,Seedling,Low,Rain-fed,36,0.95,1
Eucalyptus,Eastern,Mombasa,Sandy,427.044202067893,20.730445370804603,1723.625072648903,7.072131244550922,Dry,Direct Seeding,Medium,Irrigation,5,0.95,1
Acacia,Nairobi,Nairobi,Rocky,597.8835919183675,23.268529967285286,1078.5501439677612,6.838272913437406,Dry,Seedling,High,Irrigation,58,0.95,1
Grevillea,Eastern,Kisumu,Black Cotton,632.4787659812374,13.921223960097597,860.2907012478285,6.86196773213414,Transition,Direct Seeding,Medium,Irrigation,56,0.95,1
Jacaranda,Rift Valley,Eldoret,Clay,609.5141428174354,23.269017480401736,1108.3032694605477,5.888269500256946,Dry,Cutting,Medium,Irrigation,4,0.95,1
Jacaranda,Western,Nyeri,Black Cotton,1173.0142022895134,16.265047363216752,2377.3898700558348,6.733917973967149,Dry,Seedling,Medium,Borehole,18,0.95,1
Pine,North Eastern,Kisumu,Clay,612.5851500404958,22.275382747891825,1204.0564407209918,5.809198238806093,Transition,Seedling,Medium,River,59,0.95,1
Bamboo,Nyanza,Garissa,Black Cotton,791.7885817857822,24.950290326874736,2192.7537792758376,5.530887962526074,Transition,Direct Seeding,Low,River,118,0.95,1
Indigenous Mix,Eastern,Kitui,Black Cotton,985.8252793664487,15.774950276993113,1057.2036724992709,6.15357967238103,Dry,Seedling,Low,Rain-fed,8,0.95,1
Neem,Northern,Meru,Clay,343.9715694195411,23.44264094472955,1641.287244575919,5.565242903829563,Transition,Cutting,High,Rain-fed,109,0.95,1
Neem,Western,Nakuru,Red Soil,573.2904852004397,19.04313244125399,2069.326281037499,7.31670555705864,Wet,Cutting,Low,Borehole,45,0.95,1
Neem,Coast,Nakuru,Volcanic,819.1432952772632,25.372648898508473,2554.233787214562,7.508515316657466,Transition,Direct Seeding,Low,Borehole,84,0.95,1
Cedar,Central,Garissa,Red Soil,241.93172329915615,16.557518634713944,1676.7897986949117,7.0710278238516135,Dry,Cutting,Medium,River,75,0.8799999999999999,1
Jacaranda,North Eastern,Meru,Loam,688.4475067801217,27.26785489269229,570.2597808631933,6.412056187445735,Wet,Direct Seeding,High,Borehole,28,0.95,1
Cedar,Eastern,Marsabit,Loam,1309.9097182672247,25.227735641969105,2758.397570040015,6.203136349078697,Dry,Seedling,Medium,Borehole,68,0.95,1
Jacaranda,North Eastern,Garissa,Loam,49.667734770180914,18.29736197849661,1520.8668307522794,6.335072887898992,Dry,Seedling,Medium,River,63,0.95,1
Cypress,Northern,Nairobi,Rocky,771.4762127107643,16.837371734137335,836.7668845631638,7.191573341732425,Wet,Seedling,High,River,119,0.95,1
Indigenous Mix,North Eastern,Nyeri,Loam,1808.0849925797008,11.627159009625457,2076.4578407861436,7.013033712381519,Transition,Seedling,High,Irrigation,74,0.95,1
Eucalyptus,Coast,Meru,Black Cotton,769.9403574499462,21.18622001998311,1748.221039376762,6.472022711703121,Wet,Cutting,Low,Irrigation,52,0.95,1
Cedar,Coast,Kiambu,Red Soil,1116.6094242651216,15.571260642903614,2615.7120269932834,6.645022662448867,Dry,Direct Seeding,Medium,River,43,0.95,1
Pine,Nyanza,Kisumu,Clay,1063.8980320066148,27.35178648984543,521.6757793760522,5.7546340742563356,Transition,Seedling,Medium,Borehole,110,0.95,1
Neem,Western,Nairobi,Loam,721.5070399857715,17.906015582825738,1260.4228076995196,7.274572306140795,Transition,Direct Seeding,Low,Borehole,5,0.95,1
Bamboo,Nyanza,Kiambu,Clay,559.0001554182818,18.973885028351255,1466.9304323473166,5.544026205765445,Dry,Direct Seeding,Medium,Irrigation,110,0.95,1
Bamboo,Coast,Kitui,Volcanic,845.6874694022606,20.03987743533982,1025.623685033522,6.845705089075205,Wet,Cutting,Medium,River,7,0.95,1
Wattle,Western,Turkana,Volcanic,1172.340274326763,27.913628069139858,2604.762209950612,7.12135351513093,Dry,Direct Seeding,High,River,108,0.95,1
Eucalyptus,Eastern,Kakamega,Loam,215.77667306349542,19.01886509933398,1252.845832173682,7.9336843270519175,Wet,Seedling,High,Rain-fed,69,0.95,1
Pine,Rift Valley,Nairobi,Sandy,893.0655556448714,27.337842017236227,568.032291408387,7.415018755605292,Transition,Cutting,Medium,Rain-fed,53,0.95,1
Acacia,Coast,Nyeri,Sandy,315.1044919622258,21.688670407690047,2169.390581140814,6.375887497156055,Wet,Cutting,Low,Irrigation,27,0.95,1
Cypress,Northern,Nakuru,Rocky,723.145956991797,35.509549032607865,2871.2284098187033,5.580643941255101,Dry,Cutting,Low,Irrigation,85,0.7600000000000001,0
Indigenous Mix,Nairobi,Kakamega,Red Soil,1036.488988038473,28.28121658882497,505.29191542619157,6.666253304821976,Dry,Direct Seeding,High,River,37,0.95,1
Cedar,North Eastern,Nakuru,Black Cotton,1053.0979967134938,27.92066502340174,1777.2625209446455,5.843596266979544,Transition,Seedling,Medium,Rain-fed,93,0.95,1
Jacaranda,Coast,Kisumu,Volcanic,892.7380161749934,23.468151461480375,2383.064592227235,7.429080921072875,Transition,Seedling,Medium,Irrigation,44,0.95,1
Bamboo,Rift Valley,Kakamega,Loam,630.9639556350206,15.826110072068285,2845.8909808600315,7.052534044632924,Wet,Direct Seeding,Low,Borehole,77,0.95,1
Casuarina,Nyanza,Kitui,Rocky,832.1038623337585,25.623407210742144,2292.5997283970264,7.725735926467424,Dry,Direct Seeding,Low,Borehole,30,0.95,0
Cypress,North Eastern,Nairobi,Black Cotton,1322.0542674095905,22.88272219497635,2582.417535281442,7.622043041587842,Transition,Seedling,High,Rain-fed,55,0.95,1
Jacaranda,Eastern,Eldoret,Sandy,468.095292216411,18.154603502189918,1402.30880143815,7.3893630558040115,Transition,Seedling,Low,Borehole,99,0.95,1
Eucalyptus,Coast,Marsabit,Sandy,16.21776616426132,17.739500087547203,2365.793718866139,6.541176203562625,Wet,Seedling,High,Rain-fed,49,0.8999999999999999,1
Pine,Eastern,Machakos,Black Cotton,539.2876385625979,26.111613300288084,2847.4525546148,6.900568419254681,Wet,Direct Seeding,Low,Borehole,116,0.95,1
Indigenous Mix,North Eastern,Nyeri,Rocky,1497.3429666962425,33.569354285362266,922.2856820703008,6.357731392106444,Wet,Direct Seeding,Low,Borehole,98,0.7999999999999998,1
Acacia,Eastern,Nakuru,Loam,544.4463592436443,21.564798996814368,632.261104528752,6.310405033270579,Transition,Seedling,Low,Borehole,44,0.95,0
Cedar,Rift Valley,Turkana,Red Soil,500.2900752620123,16.857735496282324,2358.4434475481453,7.975022184237327,Transition,Direct Seeding,Medium,Irrigation,1,0.95,1
Cypress,North Eastern,Nyeri,Loam,1076.03972972641,19.863773194663406,1992.021115346046,7.100468527914345,Dry,Seedling,Low,Irrigation,43,0.95,1
Pine,Northern,Garissa,Rocky,762.5960442930893,27.036766877917287,2740.7069854683905,6.147662534516268,Dry,Seedling,Low,Rain-fed,45,0.8500000000000001,1
Casuarina,Central,Nyeri,Sandy,752.5509378271857,17.4572994734722,2300.6918006133355,6.991526549540233,Transition,Cutting,Medium,Rain-fed,43,0.95,1
Eucalyptus,Coast,Garissa,Red Soil,1275.3000192082873,25.84507831965688,616.8783275913404,7.975921914578883,Wet,Seedling,Medium,River,60,0.95,1
Acacia,Rift Valley,Nakuru,Black Cotton,501.36157052048367,16.031614186301884,1110.7001876952627,6.3145084777964895,Wet,Cutting,High,Borehole,35,0.95,1
Eucalyptus,Northern,Machakos,Volcanic,1472.9341050254652,21.577859257913417,538.9578467159804,6.984000780998825,Dry,Direct Seeding,Low,River,15,0.95,1
